source,target
Luật 08/2012/QH13 Giáo dục đại học,Luật 74/2014/QH13 Giáo dục nghề nghiệp
Luật 74/2014/QH13 Giáo dục nghề nghiệp,Luật 21/2017/QH14 quy hoạch
Luật 27/2008/QH12 Thuế tiêu thụ đặc biệt,"Luật 70/2014/QH13 Sửa đổi, bổ sung một số điều của Luật Thuế tiêu thụ đặc biệt"
"Luật 70/2014/QH13 Sửa đổi, bổ sung một số điều của Luật Thuế tiêu thụ đặc biệt","Thông tư 20/2017/TT-BTC Sửa đổi , bổ sung Khoản 2 Điều 8 Thông tư số 195/2015/TT- BTC ngày 24/11/2015 của Bộ Tài Chính ( đã được sửa đổi bổ sung theo Thông tư số 130/2016 của Bộ Tài Chính)"
Luật 13/2008/QH12 Thuế giá trị gia tăng,"Luật 71/2014/QH13 Sửa đổi, bổ sung một số điều của các luật về thuế"
Luật 14/2008/QH12 Thuế thu nhập doanh nghiệp,"Luật 71/2014/QH13 Sửa đổi, bổ sung một số điều của các luật về thuế"
Luật 04/2007/QH12 Thuế thu nhập cá nhân,"Luật 71/2014/QH13 Sửa đổi, bổ sung một số điều của các luật về thuế"
Luật 78/2006/QH11 Quản lý thuế,"Luật 71/2014/QH13 Sửa đổi, bổ sung một số điều của các luật về thuế"
Luật 45/2009/QH12 Thuế tài nguyên,"Luật 71/2014/QH13 Sửa đổi, bổ sung một số điều của các luật về thuế"
"Luật 32/2013/QH13 Sửa đổi, bổ sung một số điều của Luật Thuế thu nhập doanh nghiệp","Luật 71/2014/QH13 Sửa đổi, bổ sung một số điều của các luật về thuế"
Luật 67/2014/QH13 Đầu tư,"Luật 28/2018/QH14 sửa đổi, bổ sung một số điều của 11 luật có liên quan đến quy hoạch"
Luật 67/2014/QH13 Đầu tư,Luật 04/2017/QH14 hỗ trợ doanh nghiệp nhỏ và vừa
Luật 26/2008/QH12 Thi hành án dân sự,"Luật 64/2014/QH13 Sửa đổi, bổ sung một số điều của Luật thi hành án dân sự"
Luật 66/2006/QH11 Hàng không dân dụng Việt Nam,"Luật 61/2014/QH13 Sửa đổi, bổ sung một số điều của Luật Hàng không dân dụng Việt Nam"
Luật 11/2012/QH13 Giá,"Luật 61/2014/QH13 Sửa đổi, bổ sung một số điều của Luật Hàng không dân dụng Việt Nam"
Luật 24/2008/QH12 Quốc tịch Việt Nam,"Luật 56/2014/QH13 Sửa đổi, bổ sung một số điều của Luật Quốc tịch Việt Nam"
Luật 78/2006/QH11 Quản lý thuế,Luật 54/2014/QH13 LUẬT HẢI QUAN
Luật 15/2012/QH13 Xử lý vi phạm hành chính,Luật 54/2014/QH13 LUẬT HẢI QUAN
"Luật 21/2012/QH13 Sửa đổi, bổ sung một số điều của Luật Quản lý thuế",Luật 54/2014/QH13 LUẬT HẢI QUAN
Luật 53/2014/QH13 Công chứng,"Luật 28/2018/QH14 sửa đổi, bổ sung một số điều của 11 luật có liên quan đến quy hoạch"
Luật 49/2014/QH13 Đầu tư công,"Luật 28/2018/QH14 sửa đổi, bổ sung một số điều của 11 luật có liên quan đến quy hoạch"
Luật 23/2004/QH11  Giao thông đường thủy nội địa,"Luật 48/2014/QH13 Luật Sửa đổi, bổ sung một số điều của Luật Giao thông đường thủy nội địa"
Luật 25/2008/QH12 Bảo hiểm y tế,"Luật 46/2014/QH13 Sửa đổi, bổ sung một số điều của Luật Bảo hiểm y tế"
"Luật 44/2013/QH13 Thực hành tiết kiệm, chống lãng phí",Luật 21/2017/QH14 quy hoạch
Luật 43/2013/QH13 Đấu thầu,Luật 04/2017/QH14 hỗ trợ doanh nghiệp nhỏ và vừa
Luật 27/2001/QH10 Phòng cháy và chữa cháy,"Luật 40/2013/QH13 Sửa đổi, bổ sung một số điều của Luật Phòng cháy và chữa cháy"
"Luật 15/2003/QH11 Thi đua, khen thưởng","Luật 39/2013/QH13 Sửa đổi, bổ sung một số điều của Luật Thi đua, khen thưởng"
Luật 60/2005/QH11 Doanh nghiệp,"Luật 37/2013/QH13 Sửa đổi, bổ sung Điều 170 của Luật Doanh nghiệp"
Luật 81/2006/QH11 Cư trú,"Luật 36/2013/QH13 Sửa đổi, bổ sung một số điều của Luật Cư trú"
Luật 14/2008/QH12 Thuế thu nhập doanh nghiệp,"Luật 32/2013/QH13 Sửa đổi, bổ sung một số điều của Luật Thuế thu nhập doanh nghiệp"
Luật 29/2013/QH13 Khoa học và công nghệ,"Luật 28/2018/QH14 sửa đổi, bổ sung một số điều của 11 luật có liên quan đến quy hoạch"
"Luật 01/2007/QH12 Sửa đổi, bổ sung một số điều của Luật phòng,chống tham nhũng","Luật 27/2012/QH13 Sửa đổi, bổ sung một số điều của Luật Phòng, chống tham nhũng"
"Luật 55/2005/QH11 Phòng, chống tham nhũng","Luật 27/2012/QH13 Sửa đổi, bổ sung một số điều của Luật Phòng, chống tham nhũng"
Luật 04/2007/QH12 Thuế thu nhập cá nhân,"Luật 26/2012/QH13 Sửa đổi, bổ sung một số Điều của Luật Thuế thu nhập cá nhân"
Luật 22/2012/QH13 Dự trữ quốc gia,Luật 21/2017/QH14 quy hoạch
Luật 65/2006/QH11 Luật sư,"Luật 20/2012/QH13 Sửa đổi, bổ sung một số điều của Luật Luật sư"
Luật 28/2004/QH11 Điện lực,"Luật 24/2012/QH13 Sửa đổi, bổ sung một số điều của Luật Điện lực"
"Luật 24/2012/QH13 Sửa đổi, bổ sung một số điều của Luật Điện lực","Luật 28/2018/QH14 sửa đổi, bổ sung một số điều của 11 luật có liên quan đến quy hoạch"
Luật 78/2006/QH11 Quản lý thuế,"Luật 21/2012/QH13 Sửa đổi, bổ sung một số điều của Luật Quản lý thuế"
Luật 17/2012/QH13 Tài nguyên nước,Luật 08/2017/QH14 Luật Thủy lợi
Luật 15/2012/QH13 Xử lý vi phạm hành chính,Luật 18/2017/QH14 Luật Thủy sản
"Luật 09/2012/QH13 Phòng, chống tác hại của thuốc lá","Luật 28/2018/QH14 sửa đổi, bổ sung một số điều của 11 luật có liên quan đến quy hoạch"
Bộ luật 24/2004/QH11  Tố tụng dân sự,"Luật 65/2011/QH12 Sửa đổi, bổ sung một số điều của Bộ Luật Tố tụng Dân sự"
Luật 13/2003/QH11 Đất đai,Luật 64/2010/QH12 Tố tụng hành chính
Luật 70/2006/QH11 Chứng khoán,"Luật 62/2010/QH12 Sửa đổi, bổ sung một số điều của Luật Chứng khoán"
Luật 24/2000/QH10 Kinh doanh bảo hiểm,"Luật 61/2010/QH12 Sửa đổi, bổ sung một số điều của Luật Kinh doanh bảo hiểm"
Luật 22/2000/QH10 Hôn nhân và gia đình,Luật 52/2010/QH12 Nuôi con nuôi
Luật 50/2010/QH12 Sử dụng năng lượng tiết kiệm và hiệu quả,"Luật 28/2018/QH14 sửa đổi, bổ sung một số điều của 11 luật có liên quan đến quy hoạch"
Luật 55/2010/QH12 An toàn thực phẩm,"Luật 28/2018/QH14 sửa đổi, bổ sung một số điều của 11 luật có liên quan đến quy hoạch"
Luật 47/2010/QH12 Các tổ chức tín dụng,"Luật 17/2017/QH14 Luật sửa đổi, bổ sung một số điều của Luật các tổ chức tín dụng"
Luật 38/2005/QH11 Giáo dục,"Luật 44/2009/QH12 Sửa đổi, bổ sung một số điều của Luật Giáo dục"
Luật 41/2009/QH12 Viễn thông,Luật 21/2017/QH14 quy hoạch
Luật 60/2005/QH11 Doanh nghiệp,"Luật 38/2009/QH12 Sửa đổi, bổ sung một số điều của các luật liên quan đến đầu tư xây dựng cơ bản"
Luật 61/2005/QH11 Đấu thầu,"Luật 38/2009/QH12 Sửa đổi, bổ sung một số điều của các luật liên quan đến đầu tư xây dựng cơ bản"
Luật 56/2005/QH11 Nhà ở,"Luật 38/2009/QH12 Sửa đổi, bổ sung một số điều của các luật liên quan đến đầu tư xây dựng cơ bản"
Luật 16/2003/QH11 Xây dựng,"Luật 38/2009/QH12 Sửa đổi, bổ sung một số điều của các luật liên quan đến đầu tư xây dựng cơ bản"
Luật 13/2003/QH11 Đất đai,"Luật 38/2009/QH12 Sửa đổi, bổ sung một số điều của các luật liên quan đến đầu tư xây dựng cơ bản"
Luật 50/2005/QH11 Sở hữu trí tuệ,"Luật 36/2009/QH12 Sửa đổi, bổ sung một số điều của Luật Sở hữu trí tuệ"
Luật 56/2005/QH11 Nhà ở,"Luật 34/2009/QH12 Sửa đổi, bổ sung Điều 126 của Luật Nhà ở và Điều 121 của Luật Đất đai"
Luật 13/2003/QH11 Đất đai,"Luật 34/2009/QH12 Sửa đổi, bổ sung Điều 126 của Luật Nhà ở và Điều 121 của Luật Đất đai"
Luật 33/2009/QH12 Cơ quan đại diện nước Cộng hòa xã hội chủ nghĩa Việt Nam ở nước ngoài,"Luật 19/2017/QH14 Luật sửa đổi, bổ sung một số điều của Luật Cơ quan đại diện nước Cộng hòa xã hội chủ nghĩa Việt Nam ở nước ngoài."
Luật 62/2006/QH11 Điện ảnh,"Luật 31/2009/QH12 Sửa đổi, bổ sung một số điều của Luật điện ảnh"
Luật 28/2001/QH10 Di sản văn hoá,"Luật 32/2009/QH12 Sửa đổi, bổ sung một số điều của Luật Di sản văn hóa"
Luật 27/2008/QH12 Thuế tiêu thụ đặc biệt,"Luật 106/2016/QH13 Sửa đổi, bổ sung một số điều của Luật Thuế giá trị gia tăng, Luật Thuế tiêu thụ đặc biệt và Luật Quản lý thuế"
"Luật 19/2000/QH10 Sửa đổi, bổ sung một số điều của Luật Dầu khí","Luật 10/2008/QH12 Sửa đổi, bổ sung một số điều của Luật Dầu khí"
Luật Không số Dầu khí,"Luật 10/2008/QH12 Sửa đổi, bổ sung một số điều của Luật Dầu khí"
Luật 30/2004/QH11 Xuất bản,"Luật 12/2008/QH12 Sửa đổi, bổ sung một số điều của Luật Xuất bản"
Luật 16/1999/QH10 Sỹ quan quân đội nhân dân Việt Nam,"Luật 19/2008/QH12 Sửa đổi, bổ sung một số điều của Luật Sĩ quan quân đội nhân dân Việt Nam"
"Luật 23/2000/QH10 Phòng, chống ma túy","Luật 16/2008/QH12 Sửa đổi, bổ sung một số điều của Luật Phòng, chống ma túy"
"Luật 57/2005/QH11 Luật sửa đổi, bổ sung một số điều của Luật Thuế tiêu thụ đặc biệt và Luật Thuế giá trị gia tăng",Luật 13/2008/QH12 Thuế giá trị gia tăng
"Luật 07/2003/QH11 Sửa đổi, bổ sung một số điều của Luật Thuế giá trị gia tăng",Luật 13/2008/QH12 Thuế giá trị gia tăng
Luật 13/2008/QH12 Thuế giá trị gia tăng,"Luật 106/2016/QH13 Sửa đổi, bổ sung một số điều của Luật Thuế giá trị gia tăng, Luật Thuế tiêu thụ đặc biệt và Luật Quản lý thuế"
Luật 09/2003/QH11 Thuế thu nhập doanh nghiệp,Luật 04/2007/QH12 Thuế thu nhập cá nhân
Luật 06/2007/QH12 Hóa chất,"Luật 28/2018/QH14 sửa đổi, bổ sung một số điều của 11 luật có liên quan đến quy hoạch"
"Luật 55/2005/QH11 Phòng, chống tham nhũng","Luật 01/2007/QH12 Sửa đổi, bổ sung một số điều của Luật phòng,chống tham nhũng"
"Luật 74/2006/QH11 Sửa đổi, bổ sung một số điều của Bộ luật Lao động","Luật 84/2007/QH11 Sửa đổi, bổ sung Điều 73 của Bộ luật Lao động"
"Luật 35/2002/QH10 Sửa đổi, bổ sung một số điều của Bộ luật Lao động","Luật 84/2007/QH11 Sửa đổi, bổ sung Điều 73 của Bộ luật Lao động"
Luật 30/2001/QH10 Tổ chức Quốc hội,"Luật 83/2007/QH11 Sửa đổi, bổ sung một số điều của Luật tổ chức Quốc hội"
"Luật 35/2002/QH10 Sửa đổi, bổ sung một số điều của Bộ luật Lao động","Luật 74/2006/QH11 Sửa đổi, bổ sung một số điều của Bộ luật Lao động"
Luật 78/2006/QH11 Quản lý thuế,"Luật 106/2016/QH13 Sửa đổi, bổ sung một số điều của Luật Thuế giá trị gia tăng, Luật Thuế tiêu thụ đặc biệt và Luật Quản lý thuế"
Luật 67/2006/QH11 Công nghệ thông tin,Luật 21/2017/QH14 quy hoạch
Luật 05/1998/QH10 Thuế tiêu thụ đặc biệt,"Luật 57/2005/QH11 Luật sửa đổi, bổ sung một số điều của Luật Thuế tiêu thụ đặc biệt và Luật Thuế giá trị gia tăng"
Luật Không số Thuế giá trị gia tăng,"Luật 57/2005/QH11 Luật sửa đổi, bổ sung một số điều của Luật Thuế tiêu thụ đặc biệt và Luật Thuế giá trị gia tăng"
"Luật 18/2000/QH10 Sửa đổi, bổ sung một số điều của Luật đầu tư nước ngoài tại Việt Nam",Luật 60/2005/QH11 Doanh nghiệp
Luật Không số Đầu tư nước ngoài tại Việt Nam,Luật 60/2005/QH11 Doanh nghiệp
"Luật 09/1998/QH10 Khiếu nại, tố cáo","Luật 58/2005/QH11 Sửa đổi, bổ sung một số điều của Luật Khiếu nại, tố cáo"
"Luật 26/2004/QH11 Sửa đổi, bổ sung một số điều của Luật Khiếu nại, tố cáo","Luật 58/2005/QH11 Sửa đổi, bổ sung một số điều của Luật Khiếu nại, tố cáo"
Luật 29/2001/QH10 Hải quan,"Luật 42/2005/QH11 Sửa đổi, bổ sung một số điều của Luật Hải quan"
"Luật Không số Sửa đổi, bổ sung một số điều của Luật Nghĩa vụ quân sự",Luật 43/2005/QH11 Sửa đổi bổ sung một số điều của Luật Nghĩa vụ quân sự
Luật Không số Nghĩa vụ quân sự,Luật 43/2005/QH11 Sửa đổi bổ sung một số điều của Luật Nghĩa vụ quân sự
Luật Không số Khoáng sản,"Luật 46/2005/QH11 Luật sửa đổi, bổ sung một số điều của Luật Khoáng sản"
"Luật 15/2003/QH11 Thi đua, khen thưởng","Luật 47/2005/QH11 Sửa đổi, bổ sung một số điều của Luật Thi đua, Khen thưởng"
"Luật 47/2005/QH11 Sửa đổi, bổ sung một số điều của Luật Thi đua, Khen thưởng","Quyết định 1467/2007/QĐ-BYT Về việc ban hành Quy chế công nhận danh hiệu “Gia đình sức khỏe”, “Làng sức khỏe”, “Tổ dân phố sức khỏe” và “Khu dân cư sức khỏe”"
Luật 28/2004/QH11 Điện lực,"Luật 28/2018/QH14 sửa đổi, bổ sung một số điều của 11 luật có liên quan đến quy hoạch"
Luật 02/1997/QH10 Các tổ chức tín dụng,"Luật 20/2004/QH11 Sửa đổi, bổ sung một số điều của Luật các Tổ chức tín dụng"
"Luật 20/2004/QH11 Sửa đổi, bổ sung một số điều của Luật các Tổ chức tín dụng","Quyết định 38/2007/QĐ-NHNN Ban hành Quy chế cấp, sử dụng và quản lý mã tổ chức phát hành thẻ ngân hàng"
"Luật 09/1998/QH10 Khiếu nại, tố cáo","Luật 26/2004/QH11 Sửa đổi, bổ sung một số điều của Luật Khiếu nại, tố cáo"
Luật 23/2004/QH11 Giao thông đường thủy nội địa,"Luật 48/2014/QH13 Luật Sửa đổi, bổ sung một số điều của Luật Giao thông đường thủy nội địa"
Luật 01/1997/QH10 Ngân hàng Nhà nước,"Luật 10/2003/QH11 Sửa đổi, bổ sung một số điều của Luật Ngân hàng Nhà nước Việt Nam"
Luật 05/1998/QH10 Thuế tiêu thụ đặc biệt,"Luật 08/2003/QH11 Sửa đổi, bổ sung một số điều của Luật Thuế tiêu thụ đặc biệt"
Luật Không số Ban hành Văn bản quy phạm pháp luật,"Luật 02/2002/QH11 Sửa đổi, bổ sung một số điều của Luật Ban hành văn bản quy phạm pháp luật"
Luật Không số Bầu cử Đại biểu Quốc hội,"Luật 31/2001/QH10 Sửa đổi, bổ sung một số điều của Luật bầu cử Đại biểu Quốc hội"
"Luật 10/1998/QH10 Sửa đổi, bổ sung một số điều của Luật Đất đai","Luật 25/2001/QH10 Sửa đổi, bổ sung một số điều của Luật Đất đai."
Luật Không số Đất đai,"Luật 25/2001/QH10 Sửa đổi, bổ sung một số điều của Luật Đất đai."
Luật 52-L/CTN Đầu tư nước ngoài tại Việt Nam,"Luật 18/2000/QH10 Sửa đổi, bổ sung một số điều của Luật đầu tư nước ngoài tại Việt Nam"
Luật Không số Dầu khí,"Luật 19/2000/QH10 Sửa đổi, bổ sung một số điều của Luật Dầu khí"
"Luật 39-LCT/HĐNN8 Sửa đổi, bổ sung một số điều của Bộ luật Tố tụng hình sự","Luật 20/2000/QH10 Sửa đổi, bổ sung một số điều của Bộ luật Tố tụng hình sự"
"Luật Không số Sửa đổi, bổ sung một số điều của Bộ luật Tố tụng hình sự","Luật 20/2000/QH10 Sửa đổi, bổ sung một số điều của Bộ luật Tố tụng hình sự"
Luật Không số Thuế Chuyển quyền sử dụng đất,"Luật 17/1999/QH10 Sửa đổi, bổ sung một số điều của Luật thuế chuyển quyền sử dụng đất"
Luật Không số Báo chí,"Luật 12/1999/QH10 Sửa đổi, bổ sung một số điều của Luật Báo chí"
Luật Không số Đất đai,"Luật 10/1998/QH10 Sửa đổi, bổ sung một số điều của Luật Đất đai"
"Luật Không số Sửa đổi, bổ sung một số điều của Luật Thuế Xuất khẩu, thuế Nhập khẩu","Luật 04/1998/QH10 Sửa đổi, bổ sung một số điều của Luật thuế xuất khẩu, thuế nhập khẩu"
"Luật Không số Thuế Xuất khẩu, Thuế Nhập khẩu","Luật 04/1998/QH10 Sửa đổi, bổ sung một số điều của Luật thuế xuất khẩu, thuế nhập khẩu"
Luật Không số Ngân sách Nhà nước,"Luật 06/1998/QH10 Sửa đổi, bổ sung một số điều của Luật Ngân sách Nhà nước"
"Luật 30-LCT/HĐNN8 Sửa đổi, bổ sung một số điều của Bộ luật Hình sự","Luật Không số Sửa đổi, bổ sung một số điều của Bộ luật Hình sự"
"Luật Không số Sửa đổi, bổ sung một số điều của Bộ luật Hình sự","Luật Không số Sửa đổi, bổ sung một số điều của Bộ luật Hình sự"
Luật Không số Thuế giá trị gia tăng,"Luật 07/2003/QH11 Sửa đổi, bổ sung một số điều của Luật Thuế giá trị gia tăng"
Luật 52-L/CTN Đầu tư nước ngoài tại Việt Nam,Luật 60/2005/QH11 Doanh nghiệp
Luật 270B-NQ/HĐNN8 Thuế Tiêu thụ đặc biệt,"Luật Không số Sửa đổi, bổ sung một số điều của Luật Thuế Tiêu thụ đặc biệt"
"Luật Không số Sửa đổi, bổ sung một số điều của Luật Thuế Doanh thu","Luật Không số Sửa đổi, bổ sung một số điều của luật Thuế Doanh thu"
"Luật Không số Sửa đổi, bổ sung một số điều của Luật Tổ chức Tòa án nhân dân","Luật Không số Sửa đổi, bổ sung một số điều của Luật Tổ chức Tòa án nhân dân"
Luật Không số Tổ chức Tòa án nhân dân,"Luật Không số Sửa đổi, bổ sung một số điều của Luật Tổ chức Tòa án nhân dân"
Luật Không số Doanh nghiệp Nhà nước,Quyết định 63/2000/QĐ-TTg Về việc đổi tên và bổ sung nhiệm vụ của Uỷ ban Quốc gia Tìm kiếm Cứu nạn
Luật 63-LCT/HĐNN8 Hàng không dân dụng,"Luật Không số Sửa đổi, bổ sung một số điều của Luật Hàng không dân dụng Việt Nam"
Luật Không số Công ty,Luật Không số Sửa đổi một số điều của Luật Công ty
Luật Không số Doanh nghiệp tư nhân,Luật Không số Sửa đổi một số điều của Luật Doanh nghiệp tư nhân
"Luật Không số Sửa đổi, bổ sung một số điều của Luật Nghĩa vụ quân sự","Luật Không số Sửa đổi, bổ sung một số điều của Luật Nghĩa vụ quân sự"
Luật Không số Nghĩa vụ quân sự,"Luật Không số Sửa đổi, bổ sung một số điều của Luật Nghĩa vụ quân sự"
Luật 270b-NQ/HĐNN8 Thuế Lợi tức,"Luật Không số Sửa đổi, bổ sung một số điều của Luật Thuế Lợi tức"
"Luật 64-LTC/HĐNN8 Thuế Xuất khẩu, Thuế Nhập khẩu","Luật Không số Sửa đổi, bổ sung một số điều của Luật Thuế Xuất khẩu, thuế Nhập khẩu"
Luật Không số Đầu tư nước ngoài tại Việt Nam,"Luật Không số Sửa đổi, bổ sung một số điều của Luật Đầu tư nước ngoài tại Việt Nam"
"Luật 64-LTC/HĐNN8 Thuế Xuất khẩu, Thuế Nhập khẩu","Luật 04/1998/QH10 Sửa đổi, bổ sung một số điều của Luật thuế xuất khẩu, thuế nhập khẩu"
Luật 6-LCT/HĐNN7 Sỹ quan Quân đội nhân dân,"Luật Không số Sửa đổi, bổ sung một số điều của Luật về Sỹ quan Quân đội nhân dân Việt Nam"
Luật Không số Đầu tư nước ngoài tại Việt Nam,"Luật 41-LCT/HĐNN8 Sửa đổi, bổ sung một số điều của Luật Đầu tư nước ngoài tại Việt Nam"
Luật 270B-NQ/HĐNN8 Thuế Doanh thu,"Thông tư 114 TC/TCT Hướng dẫn thi hành nghị định số 182/CP ngày 10/11/1994 của Chính phủ quy định chi tiết thi hành nghị quyết số 216 NQ/UBTVQH9 của Uỷ ban thường vụ quốc hội về việc sửa đổi, bổ sung thuế suất thuế doanh thu đối với một số ngành nghề trong biểu thuế doanh thu"
"Luật 39-LCT/HĐNN8 Sửa đổi, bổ sung một số điều của Bộ luật Tố tụng hình sự","Luật Không số Sửa đổi, bổ sung một số điều của Bộ luật Tố tụng hình sự"
Luật 29-LCT/HĐNN8 Báo chí,"Luật 12/1999/QH10 Sửa đổi, bổ sung một số điều của Luật Báo chí"
Luật Không số Tổ chức Tòa án nhân dân,"Luật Không số Sửa đổi, bổ sung Luật Tổ chức Tòa án nhân dân"
Luật 3-LCT/HĐNN7 Tổ chức Viện kiểm sát nhân dân,"Luật Không số Sửa đổi, bổ sung Luật Tổ chức Viện kiểm sát nhân dân"
Luật 3-LCT/HĐNN7 Tổ chức Tòa án nhân dân,"Luật Không số Sửa đổi, bổ sung Luật Tổ chức Tòa án nhân dân"
Luật Không số Nghĩa vụ quân sự,Luật 45/LCT Sửa đổi và bổ sung Luật Nghĩa vụ quân sự
Luật Số hiệu: 51/LCT Tổ chức Hội đồng nhân dân và Uỷ ban hành chính các cấp,Nghị quyết 247/NQ-QHK6 Về việc bổ sung Điều 16 của Luật tổ chức Hội đồng nhân dân và Uỷ ban hành chính các cấp
Luật Không số Nghĩa vụ quân sự,Luật 50/LCT Sửa đổi và bổ sung Luật Nghĩa vụ quân sự
Luật Không số Bầu cử Đại biểu Quốc hội,Nghị quyết Không số Về việc sửa đổi Luật Bầu cử Đại biểu Quốc hội
"Luật 103-SL/L005 Về việc đảm bảo quyền tự do thân thể và quyền bất khả xâm phạm đối với nhà ở, đồ vật, thư tín của nhân dân","Nghị quyết Không số Về việc chuẩn y Sắc luật số 002/SLt ngày 18 tháng 6 năm 1957 quy định những trường hợp phạm pháp quả tang và những trường hợp khẩn cấp, và bổ sung Điều 10 của Luật 103-SL/L5 ngày 20/5/1957 về việc khám người phạm pháp quả tang"
"Pháp lệnh 16/2011/UBTVQH12 Quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ","Pháp lệnh 07/2013/UBTVQH13 Sửa đổi, bổ sung một số điều của Pháp lệnh Quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ"
Pháp lệnh 28/2005/PL-UBTVQH11 Pháp lệnh Ngoại hối,"Pháp lệnh 06/2013/UBTVQH13 Sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối"
"Pháp lệnh Không số Quy định danh hiệu vinh dự Nhà nước ""Bà mẹ Việt Nam anh hùng""","Pháp lệnh 05/2012/UBTVQH13 Sửa đổi, bổ sung một số điều của Pháp lệnh quy định danh hiệu vinh dự Nhà nước “Bà mẹ Việt Nam anh hùng”"
Pháp lệnh 26/2005/PL-UBTVQH11 Ưu đãi người có công với cách mạng,"Pháp lệnh 04/2012/UBTVQH13 Sửa đổi, bổ sung một số điều của Pháp lệnh ưu đãi người có công với cách mạng"
Pháp lệnh 02/2002/PL-UBTVQH11 Thẩm phán và Hội thẩm Toà án nhân dân,"Pháp lệnh 14/2011/UBTVQH12 Sửa đổi, bổ sung một số điều của Pháp lệnh Thẩm phán và Hội thẩm của Tòa án nhân dân"
Pháp lệnh 03/2002/PL-UBTVQH11 Kiểm sát viên Viện kiểm sát nhân dân,"Pháp lệnh 15/2011/PL-UBTVQH12 Sửa đổi, bổ sung một số điều của Pháp lệnh Kiểm sát viên Viện kiểm sát nhân dân"
Pháp lệnh 03/2002/PL-UBTVQH11 Kiểm sát viên Viện kiểm sát nhân dân,"Pháp lệnh 15/2011/UBTVQH12 Sửa đổi, bổ sung một số điều của Pháp lệnh Kiểm sát viên Viện kiểm sát nhân dân"
Pháp lệnh 23/2004/PL-UBTVQH11 Về tổ chức điều tra hình sự,"Pháp lệnh 09/2009/UBTVQH12 Sửa đổi, bổ sung một số điều của Pháp lệnh tổ chức điều tra hình sự"
Pháp lệnh 06/2003/PL-UBTVQH11 Dân số,Pháp lệnh 08/2008/PL-UBTVQH12 Sửa đổi điều 10 của Pháp lệnh Dân số
Pháp lệnh 05/1998/PL-UBTVQH10 Thuế tài nguyên (sửa đổi),"Pháp lệnh 07/2008/PL-UBTVQH12 Sửa đổi, bổ sung điều 6 Pháp lệnh thuế tài nguyên"
Pháp lệnh 44/2002/PL-UBTVQH10 Xử lý vi phạm hành chính,"Pháp lệnh 04/2008/PL-UBTVQH12 Sửa đổi, bổ sung một số điều của Pháp lệnh Xử lý vi phạm hành chính"
Pháp lệnh Không số Thi hành án phạt tù,"Pháp lệnh 01/2007/UBTVQH12 Sửa đổi, bổ sung một số điều của Pháp lệnh thi hành án phạt tù"
